sep=,
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome","Group"
"HGNC:37424","VN1R101P","vomeronasal 1 receptor 101 pseudogene","","","19q13.42","Vomeronasal receptors"
"HGNC:37425","VN1R102P","vomeronasal 1 receptor 102 pseudogene","","","19q13.42","Vomeronasal receptors"
"HGNC:37426","VN1R103P","vomeronasal 1 receptor 103 pseudogene","","","19q13.42","Vomeronasal receptors"
"HGNC:37427","VN1R104P","vomeronasal 1 receptor 104 pseudogene","","","19q13.42","Vomeronasal receptors"
"HGNC:37428","VN1R105P","vomeronasal 1 receptor 105 pseudogene","","","19q13.42","Vomeronasal receptors"
"HGNC:37429","VN1R106P","vomeronasal 1 receptor 106 pseudogene","","","19q13.42","Vomeronasal receptors"
"HGNC:37431","VN1R107P","vomeronasal 1 receptor 107 pseudogene","","","19q13.43","Vomeronasal receptors"
"HGNC:37432","VN1R108P","vomeronasal 1 receptor 108 pseudogene","","","20p11.1","Vomeronasal receptors"
"HGNC:37434","VN1R109P","vomeronasal 1 receptor 109 pseudogene","","","21q11.2","Vomeronasal receptors"
"HGNC:37438","VN1R110P","vomeronasal 1 receptor 110 pseudogene","","","Xp11.23","Vomeronasal receptors"
"HGNC:37332","VN1R111P","vomeronasal 1 receptor 111 pseudogene","","","13q11","Vomeronasal receptors"
"HGNC:37437","VN1R112P","vomeronasal 1 receptor 112 pseudogene","","","22","Vomeronasal receptors"
"HGNC:30344","VN2R1P","vomeronasal 2 receptor 1 pseudogene","CASRL1","","3q25.31","Vomeronasal receptors"
"HGNC:33208","VN2R2P","vomeronasal 2 receptor 2 pseudogene","","","5q35.3","Vomeronasal receptors"
"HGNC:33209","VN2R3P","vomeronasal 2 receptor 3, pseudogene","VN2R4P,VN2R5P,VN2R8P","","9p12","Vomeronasal receptors"
"HGNC:33212","VN2R6P","vomeronasal 2 receptor 6 pseudogene","","","9p11.1","Vomeronasal receptors"
"HGNC:33213","VN2R7P","vomeronasal 2 receptor 7 pseudogene","","","9q12","Vomeronasal receptors"
"HGNC:33215","VN2R9P","vomeronasal 2 receptor 9, pseudogene","","","11q12.1","Vomeronasal receptors"
"HGNC:33216","VN2R10P","vomeronasal 2 receptor 10, pseudogene","","","16q23.1","Vomeronasal receptors"
"HGNC:33217","VN2R11P","vomeronasal 2 receptor 11 pseudogene","","","19p13.3","Vomeronasal receptors"
"HGNC:33218","VN2R12P","vomeronasal 2 receptor 12 pseudogene","","","19p13.2","Vomeronasal receptors"
"HGNC:33219","VN2R13P","vomeronasal 2 receptor 13 pseudogene","","","19p13.2","Vomeronasal receptors"
"HGNC:33220","VN2R14P","vomeronasal 2 receptor 14 pseudogene","","","19p13.2","Vomeronasal receptors"
"HGNC:33221","VN2R15P","vomeronasal 2 receptor 15 pseudogene","","","19p13.2","Vomeronasal receptors"
"HGNC:33222","VN2R16P","vomeronasal 2 receptor 16 pseudogene","","","19p13.2","Vomeronasal receptors"
"HGNC:33223","VN2R17P","vomeronasal 2 receptor 17, pseudogene","","","19q13.43","Vomeronasal receptors"
"HGNC:33224","VN2R18P","vomeronasal 2 receptor 18 pseudogene","","","19q13.43","Vomeronasal receptors"
"HGNC:33225","VN2R19P","vomeronasal 2 receptor 19, pseudogene","","","19q13.43","Vomeronasal receptors"
"HGNC:33226","VN2R20P","vomeronasal 2 receptor 20 pseudogene","","","21q21.2","Vomeronasal receptors"
"HGNC:33938","VN2R21P","vomeronasal 2 receptor 21 pseudogene","","","19p13.2","Vomeronasal receptors"
"HGNC:1625","XCR1","X-C motif chemokine receptor 1","GPR5,CCXCR1","","3p21.31","X-C motif chemokine receptors"
